證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1712","興農","971266","33734411","34.65","35.00","34.50","34.60","0.0000","903"
"1713","國化","30002","707396","23.50","23.75","23.50","23.65","0.1500","20"
"1714","和桐","1020225","9101631","8.92","8.95","8.89","8.90","0.0200","519"
"1717","長興","1506156","47260287","31.50","31.50","31.20","31.45","0.3500","825"
"1718","中纖","813442","6254900","7.66","7.73","7.64","7.70","0.1100","332"
"1720","生達","487877","22429810","46.05","46.25","45.75","46.15","0.1500","373"
"1721","三晃","759764","11694584","15.30","15.50","15.30","15.30","0.2500","471"
"1722","台肥","1836310","116998261","63.80","64.10","63.40","63.80","0.4000","1183"
"1723","中碳","791251","89934899","113.50","114.50","112.50","113.50","-0.5000","718"
"1725","元禎","172000","3732400","21.40","22.10","21.30","21.75","0.2500","115"
"1726","永記","33587","2425933","72.10","72.80","72.10","72.20","0.2000","20"
"1727","中華化","570994","17443422","30.00","31.00","30.00","30.45","0.6500","365"
"1730","花仙子","23328","1325294","56.50","57.00","56.50","56.90","0.0000","49"
"1731","美吾華","113670","2026693","17.70","17.90","17.70","17.80","0.1000","71"
"1732","毛寶","340371","9962453","28.80","29.65","28.80","29.30","0.6500","232"
"1733","五鼎","513692","13629230","26.80","26.80","26.35","26.60","-0.0500","302"
"1734","杏輝","402893","11296004","28.00","28.15","27.85","28.05","0.3000","272"
"1735","日勝化","6105","85485","14.00","14.00","13.90","13.90","0.1000","18"
"1736","喬山","103205","5581738","53.30","54.40","53.30","54.40","1.5000","88"
"1737","臺鹽","195031","6585656","33.70","33.85","33.65","33.75","0.0500","116"
"1752","南光","62000","2221350","35.55","36.00","35.50","35.95","0.4500","49"
"1760","寶齡富錦","3136502","350585402","110.00","113.00","108.50","113.00","4.5000","1820"
"1762","中化生","245607","13832637","56.40","56.80","55.90","56.30","0.3000","184"
"1773","勝一","224051","32268621","143.00","145.50","143.00","143.50","1.5000","318"
"1776","展宇","14050","266610","18.80","19.20","18.80","18.95","0.0000","13"
"1783","和康生","220784","9245038","41.35","42.20","41.35","41.75","0.5000","171"
"1786","科妍","10912","437370","40.00","40.20","40.00","40.00","0.1000","37"
"1789","神隆","737715","18235346","24.50","24.95","24.50","24.65","0.3500","540"
"1795","美時","5043123","705061252","136.00","142.00","136.00","142.00","7.0000","3748"
"1802","台玻","1804693","31134434","17.15","17.35","17.05","17.30","0.4500","988"
"1805","寶徠","55234","687159","11.40","12.65","11.40","12.25","0.5000","35"
"1806","冠軍","282966","2666961","9.36","9.47","9.36","9.43","0.0800","153"
"1808","潤隆","90704","5845058","65.00","65.00","63.90","64.40","0.4000","74"
"1809","中釉","114249","1341514","11.70","11.85","11.65","11.75","0.1000","77"
"1810","和成","707106","7784611","11.00","11.10","10.90","11.05","0.1000","129"
"1817","凱撒衛","17075","572887","33.75","33.75","33.40","33.60","0.3000","18"
"1903","士紙","239182","13494765","55.50","57.00","55.50","56.70","1.1000","159"
"1904","正隆","388835","10448441","26.85","26.95","26.75","26.90","0.2500","407"
"1905","華紙","680272","11260205","16.35","16.65","16.30","16.60","0.5000","439"
"1906","寶隆","1058380","18283722","17.05","17.50","16.95","17.00","0.0000","239"
"1907","永豐餘","504829","11741037","23.00","23.45","23.00","23.30","0.1500","424"
"1909","榮成","1685326","24962586","14.75","14.90","14.70","14.85","0.2000","821"
"2002","中鋼","18482618","520986291","28.10","28.30","28.00","28.30","0.4500","6866"
"2002A","中鋼特","14081","687106","48.80","48.80","48.75","48.80","0.1000","12"
"2006","東和鋼鐵","1062749","55595643","51.60","52.60","51.60","52.40","0.8000","842"
"2007","燁興","1974456","23810845","11.95","12.30","11.85","12.10","0.2000","917"
"2008","高興昌","24000","402050","16.75","17.15","16.55","16.65","0.2000","20"
"2009","第一銅","801438","20985921","26.20","26.50","25.95","26.15","0.4500","517"
"2010","春源","344358","5472581","15.85","16.00","15.75","15.85","0.1500","251"
"2012","春雨","68231","1606259","23.50","23.90","23.40","23.50","0.0500","57"
"2013","中鋼構","1308845","77719331","58.10","60.30","58.10","59.80","0.7000","723"
"2014","中鴻","11350321","297954982","26.10","26.70","25.90","26.05","0.0500","4313"
"2015","豐興","325187","21279527","65.50","65.80","65.20","65.20","-0.3000","272"
"2017","官田鋼","457563","5642004","12.20","12.50","12.20","12.35","0.2500","274"
"2020","美亞","281765","6522456","23.05","23.25","23.00","23.20","0.3000","180"
"2022","聚亨","953320","8281924","8.78","8.78","8.61","8.68","0.1300","479"
"2023","燁輝","3979432","63296926","15.75","16.05","15.75","15.90","0.2500","1722"
"2024","志聯","41335","794251","18.50","19.35","18.50","19.15","0.4000","39"
"2025","千興","132006","718740","5.49","5.51","5.42","5.48","0.0700","50"
"2027","大成鋼","4467825","155500894","34.50","35.00","34.50","34.90","0.5500","2423"
"2028","威致","686002","15782928","23.05","23.30","22.80","22.90","0.4500","450"
"2029","盛餘","780683","18408344","23.15","24.00","23.15","23.40","0.4000","299"
"2030","彰源","2811450","64512418","23.00","23.10","22.75","23.05","0.4000","1273"
"2031","新光鋼","1387360","48583448","34.60","35.30","34.60","35.30","0.7000","837"
"2032","新鋼","520200","9743601","18.35","19.00","18.35","18.90","0.5000","313"
"2033","佳大","236067","3495035","14.70","14.95","14.70","14.70","0.2500","144"
"2034","允強","7001220","211313837","29.80","30.60","29.30","30.40","1.0500","2708"
"2038","海光","959132","20117808","20.55","21.30","20.55","21.00","0.5000","647"
"2049","上銀","2558631","536026972","209.00","212.00","207.00","210.00","3.5000","1949"
"2059","川湖","199991","90168975","447.00","455.00","446.50","453.00","3.5000","213"
"2062","橋椿","159252","4252049","26.75","27.00","26.50","26.65","0.2500","111"
"2069","運錩","465040","9748137","20.70","21.15","20.70","20.95","0.3500","244"
"2101","南港","1334327","53157487","39.60","40.10","39.35","39.90","0.5000","595"
"2102","泰豐","819347","15606377","18.80","19.30","18.60","19.10","0.6500","394"
"2103","台橡","1783457","47467462","26.30","26.80","26.30","26.75","0.8500","1075"
"2104","國際中橡","1910812","38405802","20.15","20.25","19.95","20.05","0.1000","604"
"2105","正新","2954455","103303168","35.00","35.20","34.75","35.00","0.5000","1536"
"2106","建大","987366","37142460","37.40","37.80","37.40","37.60","0.2500","613"
"2107","厚生","333728","6951264","20.80","21.00","20.75","21.00","0.3000","178"
"2108","南帝","630178","25611484","40.25","40.85","40.25","40.75","0.5500","521"
"2109","華豐","122028","1759751","14.30","14.50","14.30","14.40","0.1000","77"
"2114","鑫永銓","8430","870655","102.00","104.00","102.00","104.00","1.0000","16"
"2115","六暉-KY","26100","803060","30.70","30.90","30.70","30.75","0.1000","23"
"2201","裕隆","4778588","209991729","43.75","44.25","43.70","43.80","0.5500","2540"
"2204","中華","2066982","98999055","47.95","48.60","47.50","47.95","0.5000","1313"
"2206","三陽工業","2325931","88205768","37.25","38.25","37.25","37.90","0.6500","1468"
"2207","和泰車","277379","167649269","597.00","608.00","596.00","606.00","15.0000","308"
"2208","台船","1961036","36024936","18.05","18.55","17.90","18.35","0.5500","951"
"2211","長榮鋼","346707","21918960","62.60","63.60","62.40","63.30","0.7000","310"
"2227","裕日車","39387","8401562","210.00","214.50","210.00","214.00","4.0000","77"
"2228","劍麟","77313","4957450","62.80","65.00","62.80","64.80","2.0000","67"
"2231","為升","394876","53151172","132.50","138.50","132.50","137.00","5.5000","334"
"2233","宇隆","365285","41641609","113.00","115.00","113.00","114.50","3.0000","332"
"2236","百達-KY","8355","174548","21.25","21.25","20.70","20.95","0.3500","8"
"2239","英利-KY","37082","2124079","57.40","57.70","56.80","57.60","0.2000","32"
"2241","艾姆勒","68110","2080705","30.50","30.80","30.40","30.65","0.1500","54"
"2243","宏旭-KY","614081","10382334","17.10","17.25","16.75","16.80","-0.1500","223"
"2247","汎德永業","21932","4383676","199.50","200.50","199.00","200.00","1.5000","54"
"2250","IKKA-KY","10148","832656","83.00","83.00","81.50","82.00","1.4000","20"
"2301","光寶科","6797648","451467615","66.10","67.00","65.40","66.50","0.7000","3530"
"2302","麗正","503140","8046396","15.85","16.15","15.85","15.95","0.3000","291"
"2303","聯電","159318746","6621097176","40.95","42.35","40.60","42.15","2.1500","61976"
"2305","全友","1295468","35126646","28.00","28.00","26.50","27.50","-0.3000","696"
"2308","台達電","5516430","1454261531","265.00","265.00","262.00","262.50","1.5000","4076"
"2312","金寶","2300510","28760043","12.40","12.55","12.40","12.55","0.2000","824"
"2313","華通","48413251","2384603657","49.05","50.60","48.40","49.15","0.6000","24704"
"2314","台揚","3702292","166656875","44.30","45.40","44.30","45.30","1.2000","2587"
"2316","楠梓電","69938","1937606","27.55","27.80","27.55","27.75","0.3000","87"
"2317","鴻海","25350396","2748564050","108.50","109.00","108.00","108.00","0.0000","10246"
"2321","東訊","8910","51406","5.78","5.78","5.78","5.78","0.1700","9"
"2323","中環","2637709","19447297","7.27","7.42","7.27","7.40","0.1900","1023"
"2324","仁寶","8357340","192378292","23.15","23.20","22.90","22.95","0.1000","3692"
"2327","國巨","2659558","857338991","320.00","325.00","319.50","323.00","6.0000","2417"
"2328","廣宇","961374","33344941","34.20","34.85","34.20","34.75","0.8500","678"
"2329","華泰","9507565","157186057","16.30","17.10","16.25","16.25","0.0500","3340"
"2330","台積電","35052642","17966410242","509.00","516.00","507.00","516.00","16.0000","49928"
"2331","精英","1231576","26725527","21.70","21.80","21.55","21.75","0.4500","507"
"2332","友訊","4957040","85299483","17.00","17.40","16.80","17.30","0.5500","1952"
"2337","旺宏","8792711","289249724","32.60","33.10","32.55","33.05","0.9000","4441"
"2338","光罩","2761528","206382449","73.00","75.60","72.90","75.20","2.9000","2386"
"2340","台亞","2382197","94738972","39.35","39.90","39.35","39.85","0.7500","1653"
"2342","茂矽","1838191","69376003","36.50","38.60","36.45","38.25","2.4500","1162"
"2344","華邦電","26460475","611456888","22.80","23.40","22.80","23.10","0.8500","8996"
"2345","智邦","4175187","1080201009","258.00","262.00","255.00","257.50","4.0000","7760"
"2347","聯強","5093093","282064701","54.60","56.00","54.60","55.70","1.2000","2431"
"2348","海悅","82706","6319361","77.00","77.00","75.70","76.20","1.3000","101"
"2348A","海悅甲特","1000","36850","36.85","36.85","36.85","36.85","0.2500","1"
"2349","錸德","818713","5955997","7.23","7.30","7.21","7.30","0.1400","340"
"2351","順德","3076467","348135348","116.00","118.00","111.00","112.00","-2.0000","2396"
"2352","佳世達","2478562","70876985","28.60","28.70","28.40","28.70","0.3500","1321"
"2353","宏碁","24088322","526567861","22.05","22.20","21.75","21.80","-0.4000","8369"
"2354","鴻準","2003445","97548231","48.25","48.95","48.25","48.85","0.9000","1549"
"2355","敬鵬","450496","12907439","28.60","28.90","28.45","28.65","0.5000","264"
"2356","英業達","5796420","140511798","24.20","24.40","24.05","24.15","0.1000","1870"
"2357","華碩","2103080","591674856","283.00","283.00","279.50","282.00","1.0000","2574"
"2358","廷鑫","471638","7831230","16.80","16.85","16.40","16.70","0.3000","282"
"2359","所羅門","13194551","382919308","27.35","29.95","27.25","29.95","2.7000","6770"
"2360","致茂","494662","86225807","175.00","176.00","173.00","173.00","-0.5000","1164"
"2362","藍天","108493","3412857","31.70","31.70","31.20","31.55","0.2000","81"
"2363","矽統","2253902","44543447","19.55","19.95","19.55","19.90","0.6000","1045"
"2364","倫飛","7476413","536119389","70.60","73.50","70.40","71.10","0.0000","5353"
"2365","昆盈","178904","1768880","9.74","9.93","9.74","9.87","0.1400","102"
"2367","燿華","1991879","33426433","16.55","17.00","16.45","16.90","0.6500","900"
"2368","金像電","30767632","2214847838","71.20","73.70","70.20","72.00","0.0000","19049"
"2369","菱生","1754722","27774811","15.90","16.00","15.75","15.90","0.3000","892"
"2371","大同","6835913","228448889","33.25","33.60","33.20","33.35","0.3000","2288"
"2373","震旦行","23097","1961245","84.60","85.50","84.60","85.10","0.1000","39"
"2374","佳能","3573250","87381317","23.65","24.75","23.60","24.75","1.3000","1888"
"2375","凱美","608871","31858051","52.00","52.90","51.80","52.20","0.5000","429"
"2376","技嘉","3713994","298841421","80.10","80.90","80.10","80.60","1.0000","2954"
"2377","微星","3252418","381034905","115.00","118.50","114.50","117.50","1.5000","2387"
"2379","瑞昱","2114140","743642427","349.50","354.00","348.00","352.00","8.0000","2069"
"2380","虹光","1624625","20991013","12.75","13.15","12.40","13.15","0.6000","800"
"2382","廣達","6011115","474826193","79.20","79.30","78.60","79.10","0.8000","3313"
"2383","台光電","1416613","231384402","162.00","164.50","161.00","163.50","1.5000","1189"
"2385","群光","1448989","113508021","78.20","78.70","78.00","78.20","0.2000","1106"
"2387","精元","868104","32165943","36.30","37.90","36.30","37.30","1.4000","476"
"2388","威盛","4416138","318428067","72.30","73.00","71.30","73.00","3.0000","2545"
"2390","云辰","1201047","17091954","14.05","14.40","13.95","14.35","0.5000","638"
"2392","正崴","467673","14975775","32.00","32.15","31.80","32.10","0.4500","310"
"2393","億光","864862","31835549","36.55","37.05","36.35","37.00","0.7500","725"
"2395","研華","1596056","571981157","359.00","363.50","352.50","354.50","12.5000","1424"
"2397","友通","25050","1470908","58.70","59.10","58.50","58.60","1.0000","27"
"2399","映泰","1249523","18478026","14.75","15.00","14.40","14.75","0.3000","594"
"2401","凌陽","1532344","43505392","28.00","28.55","28.00","28.45","0.5500","1198"
"2402","毅嘉","1361328","20343064","15.10","15.25","14.70","14.80","0.2000","568"
"2404","漢唐","316977","47664257","147.50","151.50","147.50","151.00","3.5000","318"
"2405","浩鑫","5171741","71271650","13.45","14.00","13.45","13.70","0.5000","1930"
"2406","國碩","1780397","36664878","20.35","20.75","20.30","20.75","0.4500","1105"
"2408","南亞科","8751460","464747464","51.90","53.50","51.90","53.20","2.2000","5063"
"2409","友達","25329734","354047630","14.00","14.10","13.90","13.95","0.1000","5198"
"2412","中華電","6376233","775705445","121.00","122.00","121.00","122.00","1.5000","2389"
"2413","環科","86185","1626176","18.75","19.00","18.75","18.90","0.1500","63"
"2414","精技","75763","2334954","30.45","30.90","30.45","30.85","0.4000","80"
"2415","錩新","66386","1944696","29.10","29.60","29.00","29.25","0.7000","64"
"2417","圓剛","396324","8492300","21.15","21.65","21.10","21.60","0.9000","277"
"2419","仲琦","17764826","493493925","27.25","28.15","27.05","28.05","0.9500","9046"
"2420","新巨","74369","3083518","41.60","41.70","41.30","41.50","0.2000","87"
"2421","建準","2294824","95847972","42.30","42.60","41.25","41.25","-0.4500","1620"
"2423","固緯","142000","3706850","26.15","26.35","25.85","26.05","0.1500","105"
"2424","隴華","7100","136820","19.15","20.00","19.15","20.00","0.8500","7"
"2425","承啟","377347","9985914","26.55","26.75","26.25","26.35","0.0500","263"
"2426","鼎元","4303612","83497577","18.35","19.80","18.30","19.80","1.8000","1811"
"2427","三商電","241510","3011224","12.20","12.55","12.20","12.55","0.3500","137"
"2428","興勤","322867","45198425","140.00","141.50","139.00","139.00","-0.5000","354"
"2429","銘旺科","8031","102755","12.80","13.00","12.70","13.00","-0.1000","11"
"2431","聯昌","221020","2239251","10.05","10.25","10.05","10.15","0.1500","98"
"2433","互盛電","16414","795512","48.35","48.60","48.30","48.55","0.2500","20"
"2434","統懋","73364","2201889","29.40","30.60","29.10","29.65","0.2500","21"
"2436","偉詮電","1227967","65450823","52.50","53.90","52.50","53.00","0.6000","945"
"2438","翔耀","31940","414125","13.00","13.00","12.90","12.95","0.2500","16"
"2439","美律","1513043","123521085","80.80","82.30","80.80","82.20","1.7000","1154"
"2440","太空梭","938190","13611412","14.15","14.75","14.15","14.55","0.4500","557"
"2441","超豐","916986","57270248","62.10","62.70","62.00","62.50","0.7000","822"
"2442","新美齊","285805","3324363","11.55","11.70","11.55","11.70","0.2500","134"
"2443","昶虹","40078","134236","3.35","3.42","3.26","3.36","0.0100","23"
"2444","兆勁","4464930","62905493","13.30","14.45","13.15","14.30","1.1500","1684"
"2449","京元電子","6266000","249934764","39.80","40.00","39.65","40.00","0.4000","2693"
"2450","神腦","48387","1503751","30.95","31.15","30.90","31.10","0.2500","47"
"2451","創見","969001","62164649","63.50","64.90","63.50","64.70","2.5000","695"
"2453","凌群","385500","10148498","25.60","26.80","25.60","26.40","0.9500","223"
"2454","聯發科","7340789","5219518437","700.00","717.00","698.00","717.00","33.0000","12241"
"2455","全新","1854393","125242921","66.80","68.70","66.80","67.20","1.0000","1354"
"2457","飛宏","6834002","256228599","36.50","38.30","36.50","37.60","1.6500","4375"
"2458","義隆","4177844","418068893","98.00","102.00","98.00","101.50","1.0000","3367"
"2459","敦吉","38073","1804157","47.15","47.55","47.15","47.50","0.1500","55"
"2460","建通","74739","1202126","15.90","16.30","15.90","16.10","0.2000","87"
"2461","光群雷","172311","3214055","18.55","18.80","18.40","18.65","0.2500","102"
"2462","良得電","184803","4835337","25.95","26.45","25.85","26.30","0.7000","117"
"2464","盟立","149343","5666101","37.65","38.15","37.65","38.10","0.6500","97"
"2465","麗臺","537977","17945867","32.85","33.70","32.85","33.55","0.7500","416"
"2466","冠西電","85000","2854100","33.10","33.85","33.10","33.85","0.7500","55"
"2467","志聖","64957","2857205","43.80","44.25","43.65","44.05","0.7500","63"
"2468","華經","33000","428000","12.95","13.00","12.90","12.95","0.0500","19"
"2471","資通","89005","2402285","27.35","27.35","26.95","27.05","0.1000","60"
"2472","立隆電","1961631","93202620","52.60","53.50","52.60","53.40","1.2000","157"
"2474","可成","1221903","208294396","171.00","171.50","170.00","170.50","1.0000","1530"
"2476","鉅祥","12994028","684847787","49.90","53.90","49.70","53.90","4.9000","6898"
"2477","美隆電","51170","1076571","21.00","21.10","20.90","21.10","0.1500","47"
"2478","大毅","91466","3892305","42.55","42.85","42.40","42.60","0.6500","66"
"2480","敦陽科","337775","28709890","84.90","85.90","84.50","85.90","1.4000","297"
"2481","強茂","17649513","1198513095","67.50","68.80","67.30","67.60","0.9000","11590"
"2482","連宇","29744201","878893493","28.50","30.70","28.30","29.65","1.6500","14350"
"2483","百容","344000","8318450","24.10","24.35","24.00","24.05","0.0500","173"
"2484","希華","973637","35576251","36.15","36.70","36.10","36.60","0.7500","626"
"2485","兆赫","893383","15379802","16.90","17.40","16.90","17.30","0.4500","440"
"2486","一詮","1254351","32171618","25.20","26.15","25.15","25.40","0.5000","759"
"2488","漢平","503765","14559065","28.45","29.25","28.45","29.25","0.8000","237"
"2489","瑞軒","1522951","17976632","11.70","11.85","11.70","11.85","0.0500","816"
"2491","吉祥全","706764","10839048","14.45","15.65","14.45","15.65","1.4000","349"
"2492","華新科","937696","90009851","95.50","96.60","95.10","96.20","1.5000","1116"
"2493","揚博","143472","6171150","43.50","43.50","42.90","43.05","0.2500","121"
"2495","普安","241098","3482930","14.35","14.55","14.35","14.40","0.2000","142"
"2496","卓越","39082","1841536","47.30","47.50","47.00","47.00","-0.2500","18"
"2497","怡利電","1786119","122926097","68.00","69.50","68.00","69.10","1.9000","1347"
"2498","宏達電","67898703","4085665937","59.80","62.00","59.10","62.00","3.7000","30072"
"2501","國建","349968","5655326","16.10","16.30","16.10","16.20","0.1000","195"
"2504","國產","3677492","87888744","23.60","24.20","23.55","24.20","0.7500","1630"
"2505","國揚","178100","3452768","19.55","19.55","19.30","19.30","0.0000","79"
"2506","太設","317938","3056525","9.49","9.69","9.48","9.65","0.2600","125"
"2509","全坤建","42532","631993","14.85","14.95","14.85","14.95","0.2000","66"
"2511","太子","542177","6289164","11.60","11.70","11.50","11.55","0.0500","186"
"2514","龍邦","200563","3408012","16.95","17.10","16.80","17.00","0.1000","65"
"2515","中工","2171270","19292121","8.82","8.92","8.82","8.90","0.1400","769"
"2516","新建","192508","936252","4.85","4.88","4.85","4.88","0.0300","60"
"2520","冠德","861928","23210710","26.80","27.15","26.55","26.95","0.4000","530"
"2524","京城","1026750","38176362","36.85","37.35","36.50","37.20","1.0500","177"
"2527","宏璟","87320","2186737","25.05","25.15","24.95","25.15","0.2500","72"
"2528","皇普","40048","746435","18.80","18.80","18.60","18.60","-0.2000","15"
"2530","華建","395398","5685938","14.40","14.40","14.30","14.35","-0.0500","80"
"2534","宏盛","3364148","83933096","23.95","24.60","23.95","24.60","0.6500","808"
"2535","達欣工","208057","6221803","29.85","30.00","29.65","30.00","0.4000","159"
"2536","宏普","516102","10936642","21.10","21.30","21.05","21.15","0.1500","131"
"2537","聯上發","2831566","22923377","8.12","8.14","8.06","8.10","-0.0100","903"
"2538","基泰","337525","4389713","13.05","13.10","12.95","12.95","0.0000","188"
"2539","櫻花建","186032","6145921","33.00","33.10","32.80","33.10","0.1000","90"
"2540","愛山林","17484","2029787","115.50","116.50","115.50","116.50","2.0000","29"
"2542","興富發","3422715","156752586","45.75","45.90","45.60","45.85","0.2000","1839"
"2543","皇昌","82023","697853","8.69","8.69","8.40","8.45","-0.0100","32"
"2545","皇翔","314224","13117217","40.90","42.00","40.90","41.90","1.0000","218"
"2546","根基","82779","4202300","50.00","51.10","50.00","51.10","1.2500","94"
"2547","日勝生","186600","1717053","9.22","9.23","9.19","9.21","0.1100","126"
"2548","華固","428291","38048826","88.50","89.10","88.40","88.80","0.0000","387"
"2597","潤弘","93384","7979334","84.80","86.80","84.70","85.50","0.7000","71"
"2601","益航","1914971","17751542","9.18","9.35","9.18","9.25","0.1900","863"
"2603","長榮","123939466","12116948693","96.20","99.30","95.90","99.20","5.2000","60215"
"2605","新興","3038923","70101297","22.80","23.40","22.80","23.05","0.4500","1371"
"2606","裕民","3203985","131325723","40.60","41.30","40.60","41.10","0.6500","2308"
"2607","榮運","17428339","536324083","31.10","31.40","30.15","30.40","0.0000","6646"
"2608","嘉里大榮","1080151","45758028","43.15","43.15","42.10","42.10","-1.0500","1454"
"2609","陽明","62851040","5647874603","89.00","90.50","88.70","90.50","3.0000","32552"
"2610","華航","40936225","882519247","21.40","21.75","21.35","21.75","0.7000","13268"
"2611","志信","1037856","18816910","18.00","18.35","18.00","18.05","0.4000","562"
"2612","中航","340140","13454542","39.05","39.90","39.05","39.65","0.9000","274"
"2613","中櫃","705238","18659126","26.25","26.85","25.80","26.35","0.5500","440"
"2614","東森","1803509","43715329","24.15","24.35","24.10","24.15","0.4000","1149"
"2615","萬海","14152953","1511316525","106.00","107.50","105.00","107.50","3.5000","7248"
"2616","山隆","442407","14723222","33.45","33.65","33.15","33.20","-0.1500","576"
"2617","台航","776179","21497880","27.40","27.85","27.40","27.80","0.6000","501"
"2618","長榮航","57507734","1808434900","31.05","31.85","30.95","31.70","1.1500","17393"
"2630","亞航","46712","792780","17.00","17.05","16.90","17.00","0.0500","44"
"2633","台灣高鐵","3896595","112665804","28.70","29.05","28.60","28.90","0.4500","1583"
"2634","漢翔","15651948","561920737","36.00","36.40","35.50","35.95","-0.0500","6584"
"2636","台驊投控","863084","74872214","85.90","87.20","85.90","87.00","2.2000","758"
"2637","慧洋-KY","6509359","437534864","66.60","67.70","66.60","67.50","1.1000","4231"
"2642","宅配通","367425","18898066","50.50","51.80","50.50","51.60","1.7000","296"
"2701","萬企","36001","428209","11.90","11.90","11.85","11.90","0.0500","30"
"2702","華園","837978","23516259","27.15","28.55","27.15","28.00","1.5000","585"
"2704","國賓","239775","7950910","33.05","33.45","33.00","33.05","0.0000","150"
"2705","六福","301226","4859054","16.10","16.25","15.95","16.25","0.4500","191"
"2706","第一店","77428","1077075","13.90","13.95","13.85","13.90","0.0500","55"
"2707","晶華","317881","52579587","164.00","166.50","163.00","165.50","1.5000","286"
"2712","遠雄來","6000","209600","35.00","35.00","34.90","34.95","0.4000","5"
"2722","夏都","52271","1700587","32.30","33.00","32.20","32.50","0.7500","53"
"2723","美食-KY","522252","52554809","98.80","101.50","98.80","101.50","2.7000","464"
"2727","王品","217620","25503755","115.00","118.50","115.00","118.00","0.5000","310"
"2731","雄獅","390517","35479937","89.70","92.40","89.70","90.30","0.8000","366"
"2739","寒舍","16166","355602","22.20","22.20","21.90","22.05","-0.0500","25"
"2748","雲品","149605","6573896","43.05","44.55","43.05","43.80","0.7500","136"
"2753","八方雲集","105747","14747245","139.50","140.50","138.50","140.00","2.5000","152"
"2801","彰銀","7538713","133875783","17.75","17.85","17.65","17.80","0.2500","1683"
"2809","京城銀","887020","31107037","34.60","35.30","34.60","35.25","0.5000","675"
"2812","台中銀","1905937","25229582","13.25","13.30","13.20","13.25","0.1000","921"
"2816","旺旺保","63410","1020980","16.10","16.15","16.00","16.15","0.0500","23"
"2820","華票","497522","7815999","15.80","15.80","15.60","15.75","0.0500","410"
"2832","台產","93078","1819723","19.60","19.60","19.50","19.50","0.0000","77"
"2834","臺企銀","21668101","262535536","12.05","12.20","12.00","12.20","0.2000","4806"
"2836","高雄銀","1103521","14809244","13.15","13.60","13.15","13.50","0.4500","432"
"2836A","高雄銀甲特","95134","2158017","22.70","22.85","22.65","22.80","-0.1000","43"
"2838","聯邦銀","814921","10649911","12.90","13.15","12.90","13.15","0.3500","423"
"2838A","聯邦銀甲特","26000","1337800","51.50","51.50","51.40","51.50","0.0000","12"
"2845","遠東銀","3697033","41969043","11.30","11.40","11.30","11.40","0.1500","835"
"2849","安泰銀","49951","717867","14.35","14.50","14.35","14.40","0.2000","39"
"2850","新產","107562","5621136","51.80","52.50","51.80","52.40","0.6000","114"
"2851","中再保","603658","12949183","21.10","21.60","21.10","21.60","0.4500","294"
"2852","第一保","117074","1703778","14.50","14.60","14.50","14.55","0.0500","74"
"2855","統一證","1112934","17548662","15.45","15.90","15.45","15.90","0.4500","565"
"2867","三商壽","2965252","18563543","6.20","6.30","6.20","6.28","0.1200","1245"
"2880","華南金","14462274","335622682","22.95","23.40","22.95","23.30","0.3500","3581"
"2881","富邦金","19933221","1129322985","56.00","57.20","56.00","57.00","1.0000","7430"
"2881A","富邦特","47431","2901812","61.10","61.30","61.10","61.30","0.2000","49"
"2881B","富邦金乙特","61548","3712063","60.30","60.40","60.30","60.40","0.0000","27"
"2881C","富邦金丙特","11316","670032","59.30","59.30","59.20","59.20","0.0000","31"
"2882","國泰金","20223360","922852110","45.40","45.80","45.30","45.75","0.9000","6412"
"2882A","國泰特","51067","3094268","60.60","60.60","60.60","60.60","0.0000","41"
"2882B","國泰金乙特","11870","716204","60.40","60.50","60.20","60.50","0.0000","20"
"2883","開發金","76047841","1002582651","12.90","13.45","12.90","13.35","0.5000","14026"
"2883B","開發金乙特","2893806","24298762","8.40","8.41","8.38","8.41","0.0100","585"
"2884","玉山金","12105197","332716738","27.30","27.60","27.30","27.55","0.2500","5755"
"2885","元大金","21995949","452220952","20.30","20.70","20.30","20.70","0.5000","6743"
"2886","兆豐金","17216012","618393078","36.10","36.10","35.80","35.85","0.2000","6058"
"2887","台新金","17178772","271084485","15.75","15.85","15.70","15.80","0.2000","5114"
"2887E","台新戊特","46484","2402155","51.60","51.70","51.60","51.70","0.1000","57"
"2887F","台新戊特二","36130","1797485","49.75","49.75","49.75","49.75","-0.0500","19"
"2887Z1","台新己特","561832","9439090","16.75","16.85","16.75","16.75","0.0500","75"
"2888","新光金","29188852","249620770","8.50","8.59","8.50","8.59","0.1000","5499"
"2888A","新光金甲特","16197","644589","39.80","39.80","39.75","39.80","0.0000","21"
"2888B","新光金乙特","48885","1941593","39.75","39.75","39.70","39.70","-0.0500","39"
"2889","國票金","3345695","44213000","13.25","13.30","13.15","13.20","-0.1000","1939"
"2890","永豐金","30936673","526402886","16.90","17.15","16.80","17.10","0.3000","4892"
